question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
evidence,80.76470588235294,strong evidence,HuNoEaqPVE4NT9sZ,2,How strong is the evidence for the suspect's / suspects' guilt?,bees,"Late last year, there was a couple whose beehives were destroyed and garage was vandalized. Over half a million of the bees were killed. Two young teenage boys were arrested in connection to this crime, as evidence points heavily towards them, but they have not yet been formally charged with the crime."
evidence,43.111111111111114,strong evidence,HuNoEaqPVE4NT9sZ,3,How strong is the evidence for the suspect's / suspects' guilt?,bees,"Late last year, a couple's garage and beehives were vandalized.  Over half a million bees died.  Two teenage boys have been arrested in conjunction with the crime, but they haven't been charged yet."
evidence,32.375,strong evidence,HuNoEaqPVE4NT9sZ,4,How strong is the evidence for the suspect's / suspects' guilt?,bees,Two teenage boys have been arrested under suspicion of vandalizing a couple's beehive. This action caused the death of millions of bees. These boys have not yet been charged with the crime.
evidence,49.69230769230769,strong evidence,HuNoEaqPVE4NT9sZ,5,How strong is the evidence for the suspect's / suspects' guilt?,bees,Two teenage boys were arrested for vandalising a couple's beehive. The damage resulted in the death of millions of bees.
evidence,68.4,strong evidence,Jgw75Lq3wVFrLonM,1,How strong is the evidence for the suspect's / suspects' guilt?,scam,"Some Internet users in Spain were notified that they were infringing laws by distributing pornographic content, demanding payment. However, these notifications were all part of a scam and later revealed as such. When the police investigated this issue, they were able to track down two individuals who had been at an Internet cafe. Footage of the two is deemed to be reliable."
evidence,72.77777777777777,strong evidence,Jgw75Lq3wVFrLonM,2,How strong is the evidence for the suspect's / suspects' guilt?,scam,Some Internet users in Spain got notified saying they were breaking the law by distributing pornographic content and demanded payment. This was a scam and police tracked down two individuals at an internet cafe. There is footage that is reliable.
evidence,79.17647058823529,strong evidence,Jgw75Lq3wVFrLonM,3,How strong is the evidence for the suspect's / suspects' guilt?,scam,Some internet users in Spain got notified that they were breaking the law by distributing pornographic content and money was demanded from them. This was a scam and police tracked down two individuals at an internet cafe.  There is footage that is reliable.
evidence,73.05555555555556,strong evidence,Jgw75Lq3wVFrLonM,4,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In Spain, there were internet users who received notifications from some source that they were breaking the law by distributing pornographic material. The source demanded money but this turned out to be a scam. Police tracked the scammers to an internet cafe and have reliable footage as evidence."
evidence,85.76470588235294,strong evidence,Jgw75Lq3wVFrLonM,5,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In Spain, internet users received notifications that they were breaking the law by distributing pornographic material. These notifications turned out to be a scam for money. Police have located the scammers at an internet cafe and have reliable footage as evidence."
evidence,44.81578947368421,strong evidence,JstyGemDou1LRtMq,1,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Thanks to a routine cargo check, the Indonesian police were able to prevent a smuggling attempt.  They found about 150 exotic birds stored in plastic drain pipes on a cargo ship.  They suspect that the birds were intended to be sold in the US as pets, and are valued at ~$10,000 dollars.  Four men have been arrested, and face up to eight years in prison.  So far, the case has rested primarily on eye-witness testimonies, which have been inconsistent."
evidence,61.22222222222222,strong evidence,JstyGemDou1LRtMq,2,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,The police found that a truck was smuggling animals that were intended to be sold in the US as pets. The birds were estimated to be worth around $10000. Four people were arrested can be sentenced up to 8 years in prison.
evidence,74.88888888888889,strong evidence,JstyGemDou1LRtMq,3,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the US. They face up to 8 years in prison."
evidence,69.61111111111111,strong evidence,JstyGemDou1LRtMq,4,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"There were four perpetrators arrested for illegally smuggling a truck full of birds to be sold in the US as pets. The birds were meant to be sold for $10,000 each. The perpetrators each face up to 8 years in prison."
evidence,42.72222222222222,strong evidence,JstyGemDou1LRtMq,5,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"There were a group of perpetrators illegally arrested for smuggling birds worth $10,000. Each perpetrator faces up to ten years in prison."
evidence,79.55555555555556,strong evidence,k7ifG1tVVLsAe9oc,1,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police in Indonesia, when carrying out a routine cargo check, found several exotic birds stuffed into drain pipes that were closed at each end. They suspected a group of wildlife traffickers. The testimony of the suspects is inconsistent, and several people's testimony indicates their guilt. They face a fine of $8000 and several years in prison."
evidence,64.94444444444444,strong evidence,k7ifG1tVVLsAe9oc,2,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police in Indonesia carrying out a routine cargo check found several exotic birds stuffed into drain pipes that were closed off at both ends. The police suspected wildlife traffickers and arrested suspects, who had inconsistent testimonies that indicated their guilt. If charged, they face a fine of $8000 and up to 9 years in prison."
evidence,75.6842105263158,strong evidence,k7ifG1tVVLsAe9oc,3,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police in Indonesia when doing a usual cargo check found exotic birds stuffed into pipes that were closed on both ends. Wildlife traffickers are suspected of this crime, because their inconsistent testimonies. If charged, they'll face 9 years in prison and many, many dollars in fines."
evidence,68.94444444444444,strong evidence,k7ifG1tVVLsAe9oc,4,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police in Indonesia while doing routine checks found exotic birds stuffed into pipes that were closed at both ends.  Wildlife traffickers are suspected of this crime.  There isn't enough evidence yet, but if caught, they will face up to 9 years in prison and high fines."
evidence,55.05882352941177,strong evidence,k7ifG1tVVLsAe9oc,5,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"In Indonesia, the maximum penalty for stuffing exotic birds into pipes is heavy fines and 9 years in prison. When an incidence of such a crime occurred, the police suspected that wildlife traffickers were responsible for the crime."
evidence,44.11764705882353,strong evidence,KxzDREQps7SE6zTu,1,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There were some fires set in Bavaria, Germany. The local police were having trouble figuring out who caused the fires until they set up a $6000 reward for tips. The police then found a black shirt that led them to arrest the guilty individual. It is unclear whether they found the shirt because of the monetary reward or not."
evidence,32.9375,strong evidence,KxzDREQps7SE6zTu,2,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Some fires, possibly arson, were set in Bavaria, Germany. Police had trouble finding any leads on the possible culprit until they put out a $6,000 reward for any tips. Afterwards, police found a black shirt that led to them finding and arresting the potential perpetrator of the fires. It is unclear whether the monetary reward for tips was the cause of this new development."
evidence,33.05555555555556,strong evidence,KxzDREQps7SE6zTu,3,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There was a fire in Bavaria Germany. Police put out a monetary prize for any tips on the case. They ended up finding a black shirt that led to the culprit. But, they don't  know if the money helped them find the black shirt."
evidence,44.421052631578945,strong evidence,KxzDREQps7SE6zTu,4,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Following a man-made fire in Bavaria, Germany, a black shirt constituted sufficient evidence to lead the police to the arsonist guilty of causing it. However, it is unclear whether this finding was the result of the monetary prize that the police offered in exchange for evidence relating to the case."
evidence,41.588235294117645,strong evidence,KxzDREQps7SE6zTu,5,How strong is the evidence for the suspect's / suspects' guilt?,arson,"After a man-made fire in Germany, a black shirt was enough evidence for the police to convict the arsonist. However, it is unclear whether this is a result of the police issuing a monetary reward for evidence regarding the case."
evidence,48,strong evidence,neKlVvImJcUaYfbd,1,How strong is the evidence for the suspect's / suspects' guilt?,scam,"30,000 internet users in Spain received a scam email warning charges for distributing pornographic content if they didn't send $11,500 within a month. Already $17 mil have been collected from 5% of the recipients. The email address was linked to a law firm in Barcelona, which denied that they sent the email. The scammers (both 52)) were caught on video footage at an internet cafe."
evidence,71.6470588235294,strong evidence,neKlVvImJcUaYfbd,2,How strong is the evidence for the suspect's / suspects' guilt?,scam,"30,000 internet users in Spain were sent a scam email threatening the distribution of pornographic content if they did not send $11,500 within a month. Seventeen million dollars have already been collected from 5% of the email's recipients. The perpetrators (both 52) were caught on video footage at an internet café."
evidence,71.76470588235294,strong evidence,neKlVvImJcUaYfbd,3,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In Spain, 30 million people have been send emails threatening distribution of pornographic content if they did not pay $11,000. These emails were send from a location with footage. The senders have already collected 17 million dollars from 5% of the recipients."
evidence,67,strong evidence,neKlVvImJcUaYfbd,4,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In Spain, 30 million people were sent malicious emails by a hacker group. The hackers threatened to fill the receivers computers with pornography if a ransom of $11,000 was not paid. The hackers have already received 17 million dollars, from just 5% of the victims."
evidence,50.416666666666664,strong evidence,neKlVvImJcUaYfbd,5,How strong is the evidence for the suspect's / suspects' guilt?,scam,"In Spain, 30 million people received emails from hackers who threatened to flood their computers with pornography unless a sum of $11,000 was paid. The hackers have earned a lot of money already despite only 5% of people sending money."
evidence,78.94444444444444,strong evidence,OxeQFpfbyKzpIg69,1,How strong is the evidence for the suspect's / suspects' guilt?,scam,"On August 30, 2018, 30,000 internet users in Spain received an email with the subject line ""Copyright infringement––immediate response required."" The email accused users of having illegally distributed pornographic content, and instructed them to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to the website of a real law firm in Barcelona. However, the law firm has come forward and identified these emails as a hoax. According to police, 5% of the email's recipients have already paid the fine, which amounts to over $17 million having gone to the scammers. Police were able to trace the original location from which the spam email was sent, and found that it came from an internet cafe. Footage places two people, one man and one woman, at the scene. If caught, the scammers face 9 years in prison. Furthermore, it has been reported that the footage from the cafe is extremely high quality, so it is quite likely to serve as  unquestionable evidence against those charged."
evidence,85.5,strong evidence,OxeQFpfbyKzpIg69,2,How strong is the evidence for the suspect's / suspects' guilt?,scam,"A scam occurred in which 2 people sent an email from a real Barcelona law firm address, asking recipients to pay $11500 for wrongfully distributing pornographic content. 5% of recipients paid, amounting in $17 million for the scammers. Police traced the email to a Internet cafe, and 2 people were caught on high-quality camera committing the scam. If police are able to find and identify these people, there is ample evidence to charge them with the crime (and put them in jail for 9 years)."
evidence,90.11764705882354,strong evidence,OxeQFpfbyKzpIg69,3,How strong is the evidence for the suspect's / suspects' guilt?,scam,"Two people sent a scam email from a valid Barcelona law firm's email address, demanding $115,000 for distribution of pornographic material. 5% of people paid, sending the scammers at total of 17 million dollars. The email was traced and the people were caught on high definition tape. If they are caught they face 9 years in jail.\n"
evidence,58.333333333333336,strong evidence,OxeQFpfbyKzpIg69,4,How strong is the evidence for the suspect's / suspects' guilt?,scam,"Scammers sent fake emails to people where 5% of people responded, leading to the scammers earning millions of dollars"
evidence,61.88235294117647,strong evidence,OxeQFpfbyKzpIg69,5,How strong is the evidence for the suspect's / suspects' guilt?,scam,"Scammers sent emails to a group of people, and 5% of those people participated in the emails' instructions, thus leading to the scammers obtaining millions of dollars."
evidence,48,strong evidence,SYmQ0zBGswlg1CQO,1,How strong is the evidence for the suspect's / suspects' guilt?,bees,"Two boys arrested for the destruction of a couple's beehive and their equipments, killing half a million bees causing great monetary damage. However, even though they are still minors, they are facing charges of up to ten years in imprisonment and thousands of dollars in fine if found guilty."
evidence,43.8125,strong evidence,SYmQ0zBGswlg1CQO,2,How strong is the evidence for the suspect's / suspects' guilt?,bees,"Two boys were recently arrested for the destruction of their neighbor's beehive. They killed over half of the bees. Although the boys are minors, they face up to ten years in prison, and thousands of dollars in fines - if they are convicted."
evidence,41.666666666666664,strong evidence,SYmQ0zBGswlg1CQO,3,How strong is the evidence for the suspect's / suspects' guilt?,bees,Two boys were arrested for killing a beehive. They killed half of the bees. The boys could face significant prison time.
evidence,38.642857142857146,strong evidence,SYmQ0zBGswlg1CQO,4,How strong is the evidence for the suspect's / suspects' guilt?,bees,Two boys were arrested for killing a beehive. They killed half of the bees. They are facing jail time.
evidence,33.875,strong evidence,SYmQ0zBGswlg1CQO,5,How strong is the evidence for the suspect's / suspects' guilt?,bees,Two boys were charged with killing a beehive. They killed have the bees. They are facing jail time.
evidence,57.36842105263158,strong evidence,VlSEbW1OSdwcTHj8,1,How strong is the evidence for the suspect's / suspects' guilt?,professor,"Prof. Jim Smith of Corsen University has been accused of sexual assault of 11 different women. He allegedly had quid pro quo relationships with several graduate students and hosted hot tub parties were nudity was invovled and students were present. If found guilty he could be suspended or even fired, a rarity for tenured professors. Based on character surveys it appears that there may be grounds for these accusations."
evidence,44.27777777777778,strong evidence,VlSEbW1OSdwcTHj8,2,How strong is the evidence for the suspect's / suspects' guilt?,professor,A professor was accused of sexual assaulting women in various ways. He had tenure. The accusations are believable given his character judgement.
evidence,42.166666666666664,strong evidence,VlSEbW1OSdwcTHj8,3,How strong is the evidence for the suspect's / suspects' guilt?,professor,A professor was accused of sexually assaulting several women. His actions came as shock since he had tenure.
evidence,49.10526315789474,strong evidence,VlSEbW1OSdwcTHj8,4,How strong is the evidence for the suspect's / suspects' guilt?,professor,"People were surprised when a professor was found guilty of sexually assaulting multiple women, They were surprised that he would was found guilty because he had tenure."
evidence,55,strong evidence,VlSEbW1OSdwcTHj8,5,How strong is the evidence for the suspect's / suspects' guilt?,professor,People were surprised that the professor was found assaulting multiple women. They are surprised that he was found guilty because he had Tenure.
evidence,64.65,strong evidence,WdBIcKMSI5txdaDd,1,How strong is the evidence for the suspect's / suspects' guilt?,professor,"A professor is suspected of sexual harassment. It has been reported by many of his graduate students and other peers. If found guilty, he would be asked to leave his position."
evidence,57.94117647058823,strong evidence,WdBIcKMSI5txdaDd,2,How strong is the evidence for the suspect's / suspects' guilt?,professor,"A professor is suspected of sexual harassment. It was been reported by graduate students and his peers. If found guilty, he would be asked to leave his position."
evidence,36.8125,strong evidence,WdBIcKMSI5txdaDd,3,How strong is the evidence for the suspect's / suspects' guilt?,professor,"A professor is suspected of sexual harassment and he was reported by graduate students. If he is found guilty, he will have to leave his position."
evidence,43.473684210526315,strong evidence,WdBIcKMSI5txdaDd,4,How strong is the evidence for the suspect's / suspects' guilt?,professor,"Graduate student reported sexual assault from a professor. If the professor is convicted, he will lose his job."
evidence,47.111111111111114,strong evidence,WdBIcKMSI5txdaDd,5,How strong is the evidence for the suspect's / suspects' guilt?,professor,Graduate students accused a professor of sexual assault and he will lose his job if he is found guilty.
evidence,69.2,strong evidence,WFnJiReIDnBkpFsB,1,How strong is the evidence for the suspect's / suspects' guilt?,scam,"August 2018 in Spain there was an email scam that accumulated over $17 million to the scammers. Victims were sent an email that claimed they had to pay thousands of dollars in order to evade a lawsuit over the sharing of pornographic media. The email account associated with the scam email could be traced to a local law form who quickly disputed it as a hoax. By then, multiple people had already paid. The location of the scammers could be traced to a local coffee shop where clear footage revealed a man and a woman who were allegedly responsible for the scam."
evidence,68.77777777777777,strong evidence,WFnJiReIDnBkpFsB,2,How strong is the evidence for the suspect's / suspects' guilt?,scam,A man and woman conducted an email scam that netted them over $17 million dollars. They did this by pretending to be a local law firm and demanding people to pay up over a lawsuit over unlawful distribution of pornographic materials.
evidence,57,strong evidence,WFnJiReIDnBkpFsB,3,How strong is the evidence for the suspect's / suspects' guilt?,scam,A couple conducted an internet scam that resulted in a net gain of 17 million dollars. The couple would pretend to be a law firm and they would accuse people of unlawful distribution of pornographic photos and tell them to pay up for their crimes.\n
evidence,59.73684210526316,strong evidence,WFnJiReIDnBkpFsB,4,How strong is the evidence for the suspect's / suspects' guilt?,scam,A coupe conducted an internet scam in which they would pretend to be a law firm and would tell people that they needed to pay money over a law suit regarding illegal distribution of porn.  The couple made over $17m.
evidence,65.95,strong evidence,WFnJiReIDnBkpFsB,5,How strong is the evidence for the suspect's / suspects' guilt?,scam,"A couple made over $17 million through internet scams in which they would pretend to be a law firm seeking damages related to ""illegal pornography distribution""."
evidence,66.65,strong evidence,wo572d9yYwv41dUF,1,How strong is the evidence for the suspect's / suspects' guilt?,bees,"In late December 2017, a couple in Iowa woke up to finding their agricultural bee farm had been attacked. Nearly half of their bees and upwards of $60,000 in property damage was caused in the destruction. The police have caught the suspects (two boys of age 12 and 13). They are charged with burglary, attacking an agricultural animal farm, and more. They will be charged in juvenile court. If convicted, they will face up to 10 years in prison and $10,000 in fines. The evidence suggests that they are guilty."
evidence,48.45,strong evidence,wo572d9yYwv41dUF,2,How strong is the evidence for the suspect's / suspects' guilt?,bees,A couple in 2017 woke up to a destroyed be farm. The responsible were two 12 and 13 year old kids. If found guilty. they could be fined and sent to juvie for 10 years
evidence,34.3,strong evidence,wo572d9yYwv41dUF,3,How strong is the evidence for the suspect's / suspects' guilt?,bees,"A couple in 2017 woke up to find their farm destroyed. The accused were two 12 and 13 year-olds. If found guilty, they would be sent to juvie."
evidence,31.05263157894737,strong evidence,wo572d9yYwv41dUF,4,How strong is the evidence for the suspect's / suspects' guilt?,bees,A couple's farm burned down in 2017. There were two twelve and 13-year-olds who accused and could go to juvie if they were found guilty.
evidence,31.27777777777778,strong evidence,wo572d9yYwv41dUF,5,How strong is the evidence for the suspect's / suspects' guilt?,bees,A couple's farm was burned down in 2017. There were two twelve and thirteen year olds who were accused
evidence,76.11764705882354,strong evidence,X6VuET502t8uChYn,1,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police were able to discover a group of exotic birds that were being illegally transported, most likely to be sold as exotic pets. After investigation, the police were able to arrest the ring carrying out the crime. Because of eyewitness testimonial and the fact that the suspects' testimonies have inconsistencies, it is very likely the suspects are indeed guilty."
evidence,75.66666666666667,strong evidence,X6VuET502t8uChYn,2,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police were able to discover a flock of exotic birds that were being transported illegally.  After investigation the police were able to identify the ring that was responsible for the crime.  With the help of eyewitness accounts and inconsistencies in the ring members' testimonies, it is likely that the ring member will be found guilty."
evidence,71.3,strong evidence,X6VuET502t8uChYn,3,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police were able to find a flock of exotic birds being transported illegally. The police have found that the ring and its members are likely suspects. After several eye-witness accounts and inconsistencies within the testimonies of ring members, it is very likely that the ring leader will be found guilty."
evidence,28.125,strong evidence,X6VuET502t8uChYn,4,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"Police found a flock of exotic birds being transported illegally. Although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught."
evidence,36,strong evidence,X6VuET502t8uChYn,5,How strong is the evidence for the suspect's / suspects' guilt?,smuggler,"After a police seizure of exotic birds being sold by an illegal trading ring, the police attempted to open a case against the ring. However, due to the inconsistencies of the evidence presented by eyewitnesses and ring members, the likelihood of the ringleader being caught is low."
evidence,51.94117647058823,strong evidence,XqLTvxT4xRASDgeX,1,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There were a series of multiple arsons in Bavaria, Germany. The arsons created much material damage, and the police were quick to investigate the perpetrator. Because original investigations were fruitless, the police then turned to the public for help, offering a monetary reward. Then, a specific shirt of the perpetrator turned up, with a specialized design. In this way, the police arrested a man. Because of the physical evidence, it is indubitable that the suspect is guilty."
evidence,53.625,strong evidence,XqLTvxT4xRASDgeX,2,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There was a series of multiple arsons in Bavaria, Germany. Police are offering a monetary reward to citizens who can help track down the arsonists. A specific shirt design was identified and used to track down the suspect, whose guiltiness was indubitable."
evidence,45.11764705882353,strong evidence,XqLTvxT4xRASDgeX,3,How strong is the evidence for the suspect's / suspects' guilt?,arson,"After a series of multiple arsons, police put out an offer for people to catch him, who was wearing a very easy to identify shirt"
evidence,45.5,strong evidence,XqLTvxT4xRASDgeX,4,How strong is the evidence for the suspect's / suspects' guilt?,arson,A suspected arsonist was wearing a very identifiable shirt. Police were asking the public to look for him.
evidence,51.27777777777778,strong evidence,XqLTvxT4xRASDgeX,5,How strong is the evidence for the suspect's / suspects' guilt?,arson,An arsonist was wearing an identifiable shirt. Police were asking people to look for him.
evidence,57.73684210526316,strong evidence,Y21T5zOAWJkVUCBc,1,How strong is the evidence for the suspect's / suspects' guilt?,arson,"In April 2018, a series of arsons occured in Bavaria, Germany. The arsons ranged from trash cans to town houses, with as many as 6 fires started in one night. These fires incurred over 200000 dollars in damages. Though the manhunt was slow, a 6000 dollar reward for information eventually became fruitful. A unique black shirt found at one of the crime scenes may have been a crucial clue. A 37 year old man was arrested, and the evidence leaves little doubt that he is guilty."
evidence,28,strong evidence,Y21T5zOAWJkVUCBc,2,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There was a string of deliberate arsons in Bavaria, Germany over a long period of time. As many as 6 fires were started in one night, and it caused an extreme amount of damage - as much as 200,000 dollars. A black shirt was discovered as a key clue after a 6,000 dollar reward was offered, and a 37 year old man was arrested. He is presumed guilty."
evidence,31.944444444444443,strong evidence,Y21T5zOAWJkVUCBc,3,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There was a series of 6 deliberate arsons in Bavaria Germany that happened over an extended period of time. An extreme amount of damage, as much as 200,000 dollars, was caused. A black shirt and 6000 were used as clues to find the suspect."
evidence,30.41176470588235,strong evidence,Y21T5zOAWJkVUCBc,4,How strong is the evidence for the suspect's / suspects' guilt?,arson,"There were six deliberate arsons that happened in Germany. It caused a total of 200,000 in damage. And something and 6000 were used to find the suspect."
evidence,39.05263157894737,strong evidence,Y21T5zOAWJkVUCBc,5,How strong is the evidence for the suspect's / suspects' guilt?,arson,There were 6 deliberate arsons in Germany. Hundreds of thousands were impacted and this caused thousands in damage
evidence,71.29411764705883,strong evidence,yigh7rXcJyUtupyp,1,How strong is the evidence for the suspect's / suspects' guilt?,professor,"A professor in the Neuroscience department at Corsen University has been arrested for sexual harassment. 11 women, all former graduate students, have come forward with allegations against Prof. Jim Smith. He faces charges of making inappropriate comments on women's appearances, making students come to his private home for meetings, and hosting several hot-tub parties that included nudity at which some of his student were present. Smith is also known to have had several quid pro quo relationships with some of his students. He has been suspended indefinitely and may even be fired, a rarity for professors with tenure. Over 100 people who know him have testified about his character."
evidence,74.11764705882354,strong evidence,yigh7rXcJyUtupyp,2,How strong is the evidence for the suspect's / suspects' guilt?,professor,"A professor in the Neuroscience department at Corsen University has been suspended indefinitely and could be fired––a rarity for professors with tenure––based on charges of harassment. 11 women, all former graduate students, have come forward to accuse Prof. Jim Smith of misconduct. Smith was said to have made inappropriate comments about women's appearances, invited students to his private home for meetings, and hosted several hot-tub parties, which involved nudity and at which students were present. He was also accused of having had quid-pro-quo relationships with many students. Over 100 people will testify about Smith's character."
evidence,70.27777777777777,strong evidence,yigh7rXcJyUtupyp,3,How strong is the evidence for the suspect's / suspects' guilt?,professor,Professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.
evidence,73.46666666666667,strong evidence,yigh7rXcJyUtupyp,4,How strong is the evidence for the suspect's / suspects' guilt?,professor,"11 women have come forward to report sexually inappropriate behavior and harassment against a professor. As a result, this professor is likely to lose tenure and will likely be charged with harassment."
evidence,36.72222222222222,strong evidence,yigh7rXcJyUtupyp,5,How strong is the evidence for the suspect's / suspects' guilt?,professor,A woman has charged a professor with sexual harassment. The professor will most likely lose tenure.
evidence,57.45,strong evidence,zY2xAjwo9f1AcbN4,1,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Since mid-April of 2018, a vandal pyromaniac has been loose in German region of Bavaria. These fires igniting cars, houses, and more have amounted to at least $450,000 in damages. Initially, there were no leads on finding this criminal. However, after offered $6000 for any pieces of evidences relating to the case, a crumpled black T-shirt was found at one of the scenes of the crime bearing a unique insignia. Using this lead, the police were able to identify a suspect, compiling enough evidence to convict him of the crimes without any reasonable doubt."
evidence,36.5,strong evidence,zY2xAjwo9f1AcbN4,2,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Beginning this year, there was a vandal pyromaniac wreaking havoc around the German region of Bavaria. They caused $450,000 worth of damage to houses and cars. There were no leads in the investigation until the police offered a $6,000 reward for any evidence. When that happened, a black t-shirt with an insignia was found at one of the crime scenes. This piece of evidence was enough to convict the criminal without any reasonable doubt."
evidence,41.27777777777778,strong evidence,zY2xAjwo9f1AcbN4,3,How strong is the evidence for the suspect's / suspects' guilt?,arson,"At the beginning of this year, a pyromaniac was causing destruction in Bavaria, causing $45,000 worth of damage to cars and houses. It wasn't until police offered a $6,000 reward that a tip turned up. A black shirt with an insignia on it led police to discover the perpetrator of the events."
evidence,37.94444444444444,strong evidence,zY2xAjwo9f1AcbN4,4,How strong is the evidence for the suspect's / suspects' guilt?,arson,"At the beginning of this year, a pyromaniac was wreaking havoc on Bavaria, causing up to $45,000 in damages. It wasn't until police offered a $6,000 reward for information that the suspect was discovered; an insignia on a black shirt led the police to the suspected perpetrator."
evidence,56.22222222222222,strong evidence,zY2xAjwo9f1AcbN4,5,How strong is the evidence for the suspect's / suspects' guilt?,arson,A pyromanic caused $45000 dollars in damages before the police caught him by offering a $6000 reward. The crucial clue was an logo on a black shirt.
evidence,26.933333333333334,weak evidence,0,0,How strong is the evidence for the suspect's / suspects' guilt?,arson,"Since mid-April 2018, a region in Bavaria, Germany, has faced a series of fires set by one or more vandals that ignited trash cans, a car, and even an entire town house. At its peak, 8 different fires were started in a single night. Fortunately, nobody was hurt, but the material damages are estimated at around $450,000. The police could not make significant advances in finding the perpetrator until they publicly offered a reward of $6000 for each helpful tip. A crumpled-up black shirt found at one of the crime scenes and bearing a unique design may have been the critical clue. About a week ago, the police arrested a 37 year old suspect on charges of second-degree arson. If found guilty, he will face up to 10 years in prison. According to recent reports though, experts don't believe that the existing evidence clearly points to him."
evidence,39.592592592592595,weak evidence,0,0,How strong is the evidence for the suspect's / suspects' guilt?,bees,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, and the evidence so far doesn't warrant rushed conclusions about the guilt of the suspects."
evidence,58.03703703703704,weak evidence,0,0,How strong is the evidence for the suspect's / suspects' guilt?,professor,"A professor in the Neuroscience department at Corsen University has been accused of sexual harassment. 11 women, all of them former graduate students in the department, have come forward with stories about Prof. Jim Smith. The list of allegations against Smith includes frequently commenting on women's appearance, forcing students to have meetings with him in his private home, and hosting several hot-tub parties that included nudity, which students were present at. Witnesses also claim that it was well-known that Smith engaged in a series of quid pro quo sexual relationships with his female graduate students. An independent investigation by an external law firm was commissioned. If found guilty of sexual harassment, Smith may be suspended for an indefinite amount of time or even fired, a rarity for tenured professors. The report by the official investigation is based on testimony about his character by over 100 of his current and former students, and indicates that the facts are much less clear than the original allegations suggest."
evidence,44.6,weak evidence,0,0,How strong is the evidence for the suspect's / suspects' guilt?,scam,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. However, news outlets recently acquired access to the camera footage and found that the video material is of very poor quality and therefore potentially unreliable."
