story_tokenized,tensor,story_id,story,token_id
the,1996,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",148
usage,8192,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",149
of,1997,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",150
the,1996,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",151
camera,4950,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",152
footage,8333,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",153
as,2004,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",154
evidence,3350,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",155
",",1010,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",156
given,2445,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",157
that,2008,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",158
the,1996,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",159
quality,3737,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",160
of,1997,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",161
the,1996,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",162
footage,8333,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",163
is,2003,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",164
poor,3532,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",165
and,1998,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",166
it,2009,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",167
is,2003,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",168
not,2025,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",169
completely,3294,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",170
clear,3154,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",171
who,2040,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",172
the,1996,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",173
people,2111,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",174
in,1999,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",175
the,1996,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",176
recording,3405,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",177
are,2024,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",178
.,1012,1,"on august 30, 2018, 30,000 people in spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. the email address of the sender was faked to appear to be that of a legitimate law firm in spain, who have publically claimed the email to be a hoax. as of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. however, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.",179
professor,2934,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,0
is,2003,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,1
likely,3497,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,2
to,2000,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,3
lose,4558,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,4
tenure,7470,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,5
and,1998,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,6
get,2131,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,7
charged,5338,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,8
for,2005,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,9
harassment,16011,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,10
.,1012,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,11
\,1032,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,12
n,1050,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,13
##11,14526,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,14
women,2308,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,15
have,2031,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,16
come,2272,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,17
forward,2830,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,18
to,2000,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,19
testify,19919,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,20
of,1997,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,21
sexually,12581,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,22
inappropriate,15884,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,23
behavior,5248,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,24
and,1998,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,25
harassment,16011,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,26
.,1012,2,professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.,27
an,2019,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",0
animal,4111,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",1
trafficking,11626,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",2
ring,3614,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",3
was,2001,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",4
stopped,3030,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",5
in,1999,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",6
indonesia,6239,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",7
after,2044,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",8
a,1037,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",9
routine,9410,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",10
cargo,6636,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",11
check,4638,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",12
.,1012,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",13
they,2027,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",14
found,2179,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",15
exotic,12564,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",16
birds,5055,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",17
stuffed,11812,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",18
in,1999,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",19
drain,12475,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",20
pipes,12432,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",21
.,1012,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",22
these,2122,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",23
birds,5055,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",24
would,2052,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",25
have,2031,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",26
been,2042,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",27
sold,2853,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",28
in,1999,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",29
the,1996,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",30
us,2149,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",31
for,2005,3,"an animal trafficking ring was stopped in indonesia after a routine cargo check. they found exotic birds stuffed in drain pipes. these birds would have been sold in the us for profits up to $250,000. if the smugglers are found guilty, they will have to serve time and pay fines up to $8000 each.",32
